"Status","Year","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Dudley","1110","960","25720","26120"
"In post","2022","Dumfries and Galloway","560","520","30320","27570"
"In post","2022","Durham","5715","5165","27880","26070"
"In post","2022","Ealing","500","470","33070","31060"
"In post","2022","East Ayrshire and North Ayrshire mainland","1030","950","27270","27230"
"In post","2022","East Cumbria","1015","935","28660","25190"
"In post","2022","East Derbyshire","420","370","28240","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","2435","2320","31030","27570"
"In post","2022","East Kent","4455","4135","28680","26840"
"In post","2022","East Lancashire","550","495","27360","27570"
"In post","2022","East Lothian and Midlothian","125","110","31130","27570"
"In post","2022","East Merseyside","1150","1035","28810","27570"
"In post","2022","East Riding of Yorkshire","1985","1870","29300","26930"
"In post","2022","East Surrey","1060","1000","33700","32800"
"In post","2022","East Sussex CC","2025","1825","27600","27370"
"In post","2022","Enfield","355","325","31880","31060"
"In post","2022","Essex Haven Gateway","955","895","31710","29290"
"In post","2022","Essex Thames Gateway","955","860","27980","26780"
"In post","2022","Falkirk","1880","1660","28410","27570"
"In post","2022","Fermanagh and Omagh","25","25","22830","20560"
"In post","2022","Flintshire and Wrexham","2250","2130","28530","27020"
"In post","2022","Glasgow City","13510","12710","33130","27570"
"In post","2022","Gloucestershire CC","1525","1380","30700","27570"
"In post","2022","Greater Manchester North East","1250","1160","28380","27570"
"In post","2022","Greater Manchester North West","2135","1935","26030","25190"
"In post","2022","Greater Manchester South East","1065","970","26010","24800"
"In post","2022","Greater Manchester South West","7260","6895","32460","27940"
"In post","2022","Gwent Valleys","1015","925","29760","27570"
"In post","2022","Gwynedd","780","720","26200","23170"
"In post","2022","Hackney and Newham","6570","6220","39970","37610"
"In post","2022","Haringey and Islington","1595","1520","32310","31060"
"In post","2022","Harrow and Hillingdon","3255","3000","31590","29290"
"In post","2022","Hartlepool and Stockton-on-Tees","1665","1525","27830","27570"
"In post","2022","Heart of Essex","1245","1180","32390","29290"
"In post","2022","Herefordshire, County of","470","450","29150","26700"
"In post","2022","Hertfordshire CC","2840","2690","35860","31620"
"In post","2022","Hounslow and Richmond upon Thames","2950","2800","33070","31060"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","1110","1000","30780","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","1195","1125","30140","27570"
"In post","2022","Isle of Anglesey","265","245","28850","27470"
"In post","2022","Isle of Wight","910","840","27740","27120"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","885","850","33110","31090"
"In post","2022","Kent Thames Gateway","1605","1515","30400","30610"
"In post","2022","Kingston upon Hull, City of","2110","1905","28410","27130"
"In post","2022","Lambeth","3420","3295","42690","38060"
"In post","2022","Lancaster and Wyre","1100","1015","29060","26780"
"In post","2022","Leeds","13505","12780","34630","30820"
"In post","2022","Leicester","2615","2385","27640","26120"
"In post","2022","Leicestershire CC and Rutland","1990","1860","29740","27370"
"In post","2022","Lewisham and Southwark","1400","1340","34430","31060"
"In post","2022","Lincolnshire CC","3015","2840","28870","26950"
"In post","2022","Lisburn and Castlereagh","455","440","28120","24890"
"In post","2022","Liverpool","12495","11645","29580","26160"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","345","325","29470","27570"
"In post","2022","Luton","560","505","27820","27570"
"In post","2022","Manchester","9890","9425","34470","30830"
"In post","2022","Medway","1455","1385","31200","29290"
"In post","2022","Merton, Kingston upon Thames and Sutton","695","655","33320","31060"
"In post","2022","Mid and East Antrim","10","10","33680","34430"
"In post","2022","Mid Kent","925","865","31290","29290"
"In post","2022","Mid Lancashire","5660","5105","28690","26590"
"In post","2022","Mid Ulster","5","5","[c]","[c]"
"In post","2022","Milton Keynes","2245","2140","33030","28950"
"In post","2022","Monmouthshire and Newport","6075","5700","35070","30770"
"In post","2022","Na h-Eileanan Siar","160","150","27790","27410"
"In post","2022","Newry, Mourne and Down","75","75","23530","20560"
"In post","2022","North and North East Lincolnshire","855","765","26810","27240"
"In post","2022","North and West Norfolk","940","870","28420","27570"
"In post","2022","North Hampshire","1055","995","34200","27570"
"In post","2022","North Lanarkshire","2795","2470","27580","26590"
"In post","2022","North Northamptonshire","565","500","26090","26310"
"In post","2022","North Nottinghamshire","1100","1025","30030","27570"
"In post","2022","North Yorkshire CC","1990","1890","31160","27570"
"In post","2022","Northumberland","480","435","30350","27570"
"In post","2022","Norwich and East Norfolk","2005","1835","29570","27570"
"In post","2022","Nottingham","8825","8295","32620","28290"
"In post","2022","Orkney Islands","35","35","34870","31000"
"In post","2022","Overseas","3685","3665","49440","48580"
"In post","2022","Oxfordshire CC","2670","2510","33260","30460"
"In post","2022","Perth and Kinross, and Stirling","1440","1355","31910","30040"
"In post","2022","Peterborough","1635","1480","28980","26620"
"In post","2022","Plymouth","3275","3050","31620","27570"
"In post","2022","Portsmouth","3810","3555","31730","27570"
"In post","2022","Powys","600","560","30570","27570"
"In post","2022","Redbridge and Waltham Forest","1225","1120","30130","30780"
"In post","2022","Sandwell","495","455","27840","27570"
"In post","2022","Scottish Borders","520","480","30550","27570"
"In post","2022","Sefton","5280","4885","30800","27570"
"In post","2022","Sheffield","7360","6810","34080","30200"
"In post","2022","Shetland Islands","65","60","30540","27570"
"In post","2022","Shropshire","1250","1185","30130","27570"
"In post","2022","Solihull","1055","975","29010","27370"
"In post","2022","Somerset CC","2475","2305","31860","27720"
"In post","2022","South and West Derbyshire","1195","1090","34000","28730"
"In post","2022","South Ayrshire","325","300","28710","27570"
"In post","2022","South Hampshire","4125","3575","30900","27570"
"In post","2022","South Lanarkshire","3805","3440","31150","26820"
"In post","2022","South Nottinghamshire","1045","985","32480","28640"
"In post","2022","South Teesside","1160","1045","27100","26120"
"In post","2022","South West Wales","1600","1480","31260","27570"
"In post","2022","Southampton","1335","1235","33380","27570"
"In post","2022","Southend-on-Sea","1105","995","33580","30210"
"In post","2022","Staffordshire CC","4340","4090","30920","27570"
"In post","2022","Stoke-on-Trent","1310","1175","26880","24880"
"In post","2022","Suffolk CC","4330","4040","29760","27570"
"In post","2022","Sunderland","4325","3690","26100","22080"
"In post","2022","Swansea","9195","8245","27800","22600"
"In post","2022","Swindon","500","465","32640","27570"
"In post","2022","Telford and Wrekin","2015","1865","34770","28920"
"In post","2022","Thurrock","370","350","27300","25510"
"In post","2022","Torbay","360","305","27240","26310"
"In post","2022","Tower Hamlets","6065","5870","49140","43880"
"In post","2022","Tyneside","18445","16945","30970","27570"
"In post","2022","Unknown","3310","3235","35950","32400"
"In post","2022","Wakefield","1805","1665","30910","27570"
"In post","2022","Walsall","665","575","25860","26120"
"In post","2022","Wandsworth","990","945","32530","31060"
"In post","2022","Warrington","2650","2510","33450","31650"
"In post","2022","Warwickshire CC","1350","1235","28280","26690"
"In post","2022","West Cumbria","1300","1190","28880","25190"
"In post","2022","West Essex","690","620","31550","29290"
"In post","2022","West Kent","320","300","37300","37920"
"In post","2022","West Lothian","440","410","34090","27570"
"In post","2022","West Northamptonshire","1110","1030","28040","26120"
"In post","2022","West Surrey","2285","2145","33810","30130"
"In post","2022","West Sussex (North East)","1290","1160","31070","27570"
"In post","2022","West Sussex (South West)","1375","1255","31930","27570"
"In post","2022","Westminster","56800","55345","48470","44450"
"In post","2022","Wiltshire","7670","7370","37170","33520"
"In post","2022","Wirral","2290","2020","27060","26780"
"In post","2022","Wolverhampton","1155","1035","27780","27570"
"In post","2022","Worcestershire CC","2375","2230","29610","27120"
"In post","2022","York","2660","2525","34160","30810"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","155","[c]","32590","27570"
"Leaver CS","2022","Angus and Dundee City","250","[c]","26470","21260"
"Leaver CS","2022","Antrim and Newtownabbey","15","[c]","24400","21920"
"Leaver CS","2022","Ards and North Down","15","[c]","29280","23500"
"Leaver CS","2022","Barking & Dagenham and Havering","60","[c]","29730","31060"
"Leaver CS","2022","Barnet","210","[c]","36020","31730"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","305","[c]","25920","21350"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","1065","[c]","35930","33000"
"Leaver CS","2022","Bedford","155","[c]","31380","27570"
"Leaver CS","2022","Belfast","185","[c]","28320","24530"
"Leaver CS","2022","Berkshire","310","[c]","32370","29290"
"Leaver CS","2022","Bexley and Greenwich","205","[c]","30970","31060"
"Leaver CS","2022","Birmingham","1025","[c]","33930","27570"
"Leaver CS","2022","Blackburn with Darwen","20","[c]","33180","27570"
"Leaver CS","2022","Blackpool","420","[c]","26240","21260"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","80","[c]","26990","27570"
"Leaver CS","2022","Bradford","290","[c]","25020","27160"
"Leaver CS","2022","Breckland and South Norfolk","105","[c]","25680","27570"
"Leaver CS","2022","Brent","85","[c]","30050","31060"
"Leaver CS","2022","Bridgend and Neath Port Talbot","50","[c]","25840","21260"
"Leaver CS","2022","Brighton and Hove","75","[c]","26930","25120"
"Leaver CS","2022","Bristol, City of","575","[c]","32120","27550"
"Leaver CS","2022","Bromley","65","[c]","28880","31060"
"Leaver CS","2022","Buckinghamshire","200","[c]","31690","27570"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","25","[c]","31790","27570"
"Leaver CS","2022","Calderdale and Kirklees","150","[c]","26440","27000"
"Leaver CS","2022","Cambridgeshire CC","455","[c]","37580","31400"
"Leaver CS","2022","Camden and City of London","190","[c]","35460","28670"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","810","[c]","34340","27570"
"Leaver CS","2022","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","50","[c]","28380","26720"
"Leaver CS","2022","Central Hampshire","345","[c]","34270","30240"
"Leaver CS","2022","Central Valleys","120","[c]","28770","27570"
"Leaver CS","2022","Cheshire East","120","[c]","27130","26300"
"Leaver CS","2022","Cheshire West and Chester","50","[c]","26220","24540"
"Leaver CS","2022","Chorley and West Lancashire","135","[c]","32990","30640"
"Leaver CS","2022","City of Edinburgh","910","[c]","38440","33690"
"Leaver CS","2022","Clackmannanshire and Fife","150","[c]","29000","27570"
"Leaver CS","2022","Conwy and Denbighshire","50","[c]","34150","27570"
"Leaver CS","2022","Cornwall and Isles of Scilly","175","[c]","26340","21260"
"Leaver CS","2022","Coventry","185","[c]","37930","33000"
"Leaver CS","2022","Croydon","615","[c]","36270","31020"
"Leaver CS","2022","Darlington","55","[c]","31970","27570"
"Leaver CS","2022","Derby","125","[c]","25770","21260"
"Leaver CS","2022","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","490","[c]","29500","26640"
"Leaver CS","2022","Dorset","225","[c]","29540","26930"
"Leaver CS","2022","Dudley","90","[c]","24400","21260"
"Leaver CS","2022","Dumfries and Galloway","50","[c]","31970","28980"
"Leaver CS","2022","Durham","445","[c]","25950","22010"
"Leaver CS","2022","Ealing","55","[c]","31810","31060"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","80","[c]","25680","25650"
"Leaver CS","2022","East Cumbria","80","[c]","29320","22730"
"Leaver CS","2022","East Derbyshire","55","[c]","28090","27570"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","200","[c]","31850","27570"
"Leaver CS","2022","East Kent","260","[c]","28200","25310"
"Leaver CS","2022","East Lancashire","40","[c]","24650","26450"
"Leaver CS","2022","East Lothian and Midlothian","15","[c]","33570","27570"
"Leaver CS","2022","East Merseyside","75","[c]","27630","26120"
"Leaver CS","2022","East Riding of Yorkshire","205","[c]","29140","26930"
"Leaver CS","2022","East Surrey","150","[c]","42940","39200"
"Leaver CS","2022","East Sussex CC","235","[c]","24340","21260"
"Leaver CS","2022","Enfield","40","[c]","31730","31060"
"Leaver CS","2022","Essex Haven Gateway","130","[c]","31000","29290"
"Leaver CS","2022","Essex Thames Gateway","105","[c]","27310","26130"
"Leaver CS","2022","Falkirk","130","[c]","26140","21640"
"Leaver CS","2022","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Flintshire and Wrexham","305","[c]","28820","21260"
"Leaver CS","2022","Glasgow City","720","[c]","31100","26900"
"Leaver CS","2022","Gloucestershire CC","135","[c]","31890","27570"
"Leaver CS","2022","Greater Manchester North East","100","[c]","28900","27570"
"Leaver CS","2022","Greater Manchester North West","165","[c]","24020","21260"
"Leaver CS","2022","Greater Manchester South East","125","[c]","24870","21260"
"Leaver CS","2022","Greater Manchester South West","510","[c]","30730","27230"
"Leaver CS","2022","Gwent Valleys","55","[c]","28590","27570"
"Leaver CS","2022","Gwynedd","55","[c]","22940","21260"
"Leaver CS","2022","Hackney and Newham","360","[c]","33240","31060"
"Leaver CS","2022","Haringey and Islington","205","[c]","28150","30130"
"Leaver CS","2022","Harrow and Hillingdon","255","[c]","31430","31060"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","130","[c]","27090","26120"
"Leaver CS","2022","Heart of Essex","180","[c]","34650","29290"
"Leaver CS","2022","Herefordshire, County of","60","[c]","30330","27570"
"Leaver CS","2022","Hertfordshire CC","320","[c]","34200","29290"
"Leaver CS","2022","Hounslow and Richmond upon Thames","305","[c]","30400","28670"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","70","[c]","31180","27570"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","115","[c]","28020","26840"
"Leaver CS","2022","Isle of Anglesey","20","[c]","25670","25220"
"Leaver CS","2022","Isle of Wight","100","[c]","27520","27570"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","130","[c]","30520","31060"
"Leaver CS","2022","Kent Thames Gateway","190","[c]","29840","29290"
"Leaver CS","2022","Kingston upon Hull, City of","155","[c]","26350","25870"
"Leaver CS","2022","Lambeth","870","[c]","43050","37810"
"Leaver CS","2022","Lancaster and Wyre","100","[c]","25740","21260"
"Leaver CS","2022","Leeds","1305","[c]","32230","27570"
"Leaver CS","2022","Leicester","375","[c]","25310","21260"
"Leaver CS","2022","Leicestershire CC and Rutland","290","[c]","33380","26780"
"Leaver CS","2022","Lewisham and Southwark","340","[c]","43980","38910"
"Leaver CS","2022","Lincolnshire CC","290","[c]","28520","26930"
"Leaver CS","2022","Lisburn and Castlereagh","25","[c]","29480","24890"
"Leaver CS","2022","Liverpool","720","[c]","28190","24890"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","25","[c]","28480","27010"
"Leaver CS","2022","Luton","80","[c]","25360","26240"
"Leaver CS","2022","Manchester","700","[c]","34330","27570"
"Leaver CS","2022","Medway","160","[c]","30940","29290"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","90","[c]","30340","31060"
"Leaver CS","2022","Mid and East Antrim","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","130","[c]","39310","29290"
"Leaver CS","2022","Mid Lancashire","410","[c]","26370","21600"
"Leaver CS","2022","Milton Keynes","290","[c]","33610","27570"
"Leaver CS","2022","Monmouthshire and Newport","400","[c]","30410","25220"
"Leaver CS","2022","Na h-Eileanan Siar","25","[c]","22960","21260"
"Leaver CS","2022","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","60","[c]","26830","26760"
"Leaver CS","2022","North and West Norfolk","90","[c]","27590","24960"
"Leaver CS","2022","North Hampshire","95","[c]","28170","26670"
"Leaver CS","2022","North Lanarkshire","225","[c]","26800","23780"
"Leaver CS","2022","North Northamptonshire","65","[c]","26010","21260"
"Leaver CS","2022","North Nottinghamshire","100","[c]","29000","27570"
"Leaver CS","2022","North Yorkshire CC","205","[c]","30830","27570"
"Leaver CS","2022","Northumberland","35","[c]","32600","27570"
"Leaver CS","2022","Norwich and East Norfolk","220","[c]","28550","27570"
"Leaver CS","2022","Nottingham","555","[c]","28720","25480"
"Leaver CS","2022","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","140","[c]","48290","44910"
"Leaver CS","2022","Oxfordshire CC","500","[c]","27170","21580"
"Leaver CS","2022","Perth and Kinross, and Stirling","115","[c]","30420","27570"
"Leaver CS","2022","Peterborough","125","[c]","28270","26950"
"Leaver CS","2022","Plymouth","245","[c]","30830","27130"
"Leaver CS","2022","Portsmouth","370","[c]","31900","27570"
"Leaver CS","2022","Powys","40","[c]","28710","26710"
"Leaver CS","2022","Redbridge and Waltham Forest","110","[c]","28690","31060"
"Leaver CS","2022","Sandwell","30","[c]","25820","26850"
"Leaver CS","2022","Scottish Borders","40","[c]","29840","27570"
"Leaver CS","2022","Sefton","380","[c]","30040","27570"
"Leaver CS","2022","Sheffield","435","[c]","31850","27570"
"Leaver CS","2022","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","110","[c]","30290","27570"
"Leaver CS","2022","Solihull","55","[c]","28550","27570"
"Leaver CS","2022","Somerset CC","225","[c]","30790","27570"
"Leaver CS","2022","South and West Derbyshire","130","[c]","33290","27570"
"Leaver CS","2022","South Ayrshire","35","[c]","29160","27570"
"Leaver CS","2022","South Hampshire","470","[c]","26960","23210"
"Leaver CS","2022","South Lanarkshire","330","[c]","33150","27570"
"Leaver CS","2022","South Nottinghamshire","110","[c]","29570","26700"
"Leaver CS","2022","South Teesside","80","[c]","27100","25120"
"Leaver CS","2022","South West Wales","115","[c]","29150","22000"
"Leaver CS","2022","Southampton","150","[c]","33340","27570"
"Leaver CS","2022","Southend-on-Sea","105","[c]","28790","26130"
"Leaver CS","2022","Staffordshire CC","390","[c]","31350","27570"
"Leaver CS","2022","Stoke-on-Trent","140","[c]","23360","20970"
"Leaver CS","2022","Suffolk CC","460","[c]","27630","24880"
"Leaver CS","2022","Sunderland","365","[c]","25740","27570"
"Leaver CS","2022","Swansea","180","[c]","29960","26120"
"Leaver CS","2022","Swindon","75","[c]","27860","27570"
"Leaver CS","2022","Telford and Wrekin","140","[c]","29920","27570"
"Leaver CS","2022","Thurrock","35","[c]","27090","27280"
"Leaver CS","2022","Torbay","25","[c]","24130","21260"
"Leaver CS","2022","Tower Hamlets","830","[c]","48540","41750"
"Leaver CS","2022","Tyneside","1445","[c]","28530","21260"
"Leaver CS","2022","Unknown","1230","[c]","31440","26780"
"Leaver CS","2022","Wakefield","170","[c]","29720","27570"
"Leaver CS","2022","Walsall","40","[c]","23830","21260"
"Leaver CS","2022","Wandsworth","130","[c]","27360","25110"
"Leaver CS","2022","Warrington","175","[c]","35970","31970"
"Leaver CS","2022","Warwickshire CC","155","[c]","24690","23280"
"Leaver CS","2022","West Cumbria","120","[c]","30180","27340"
"Leaver CS","2022","West Essex","60","[c]","29080","29200"
"Leaver CS","2022","West Kent","60","[c]","33750","29320"
"Leaver CS","2022","West Lothian","75","[c]","31560","24860"
"Leaver CS","2022","West Northamptonshire","190","[c]","25600","22770"
"Leaver CS","2022","West Surrey","265","[c]","32960","29290"
"Leaver CS","2022","West Sussex (North East)","100","[c]","29670","27570"
"Leaver CS","2022","West Sussex (South West)","110","[c]","28010","27570"
"Leaver CS","2022","Westminster","4480","[c]","45210","40210"
"Leaver CS","2022","Wiltshire","755","[c]","32970","29230"
"Leaver CS","2022","Wirral","175","[c]","26130","21260"
"Leaver CS","2022","Wolverhampton","55","[c]","25260","21260"
"Leaver CS","2022","Worcestershire CC","250","[c]","27520","26420"
"Leaver CS","2022","York","210","[c]","32870","26670"
"Leaver Dept.","2022","Aberdeen City and Aberdeenshire","15","[c]","29490","27570"
"Leaver Dept.","2022","Angus and Dundee City","170","[c]","24800","26700"
"Leaver Dept.","2022","Ards and North Down","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","25","[c]","32210","31060"
"Leaver Dept.","2022","Barnet","1145","[c]","41930","35420"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","30","[c]","28630","27570"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","475","[c]","35500","33060"
"Leaver Dept.","2022","Bedford","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","40","[c]","33440","25890"
"Leaver Dept.","2022","Berkshire","55","[c]","40410","29530"
"Leaver Dept.","2022","Bexley and Greenwich","25","[c]","31670","31060"
"Leaver Dept.","2022","Birmingham","805","[c]","34160","27570"
"Leaver Dept.","2022","Blackburn with Darwen","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","90","[c]","34080","31990"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","70","[c]","26850","27570"
"Leaver Dept.","2022","Breckland and South Norfolk","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","10","[c]","29940","28610"
"Leaver Dept.","2022","Brighton and Hove","15","[c]","33980","30460"
"Leaver Dept.","2022","Bristol, City of","515","[c]","37590","30730"
"Leaver Dept.","2022","Bromley","20","[c]","33120","31060"
"Leaver Dept.","2022","Buckinghamshire","25","[c]","41480","40100"
"Leaver Dept.","2022","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","40","[c]","32970","27570"
"Leaver Dept.","2022","Cambridgeshire CC","285","[c]","39710","32880"
"Leaver Dept.","2022","Camden and City of London","80","[c]","33050","28670"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","360","[c]","33530","27730"
"Leaver Dept.","2022","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","70","[c]","36920","35180"
"Leaver Dept.","2022","Central Valleys","45","[c]","30970","27570"
"Leaver Dept.","2022","Cheshire East","35","[c]","27900","21920"
"Leaver Dept.","2022","Cheshire West and Chester","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","205","[c]","35400","27570"
"Leaver Dept.","2022","Clackmannanshire and Fife","30","[c]","26880","27570"
"Leaver Dept.","2022","Conwy and Denbighshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","35","[c]","37790","33470"
"Leaver Dept.","2022","Coventry","110","[c]","34300","30090"
"Leaver Dept.","2022","Croydon","300","[c]","38590","33650"
"Leaver Dept.","2022","Darlington","40","[c]","39360","36640"
"Leaver Dept.","2022","Derby","20","[c]","31260","27570"
"Leaver Dept.","2022","Devon CC","100","[c]","35700","29280"
"Leaver Dept.","2022","Dorset","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","30","[c]","26560","27570"
"Leaver Dept.","2022","Dumfries and Galloway","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","125","[c]","27110","22040"
"Leaver Dept.","2022","Ealing","20","[c]","33210","31060"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","15","[c]","26440","27570"
"Leaver Dept.","2022","East Cumbria","20","[c]","32590","25880"
"Leaver Dept.","2022","East Derbyshire","15","[c]","39240","27570"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","30","[c]","28120","27570"
"Leaver Dept.","2022","East Kent","70","[c]","29610","27980"
"Leaver Dept.","2022","East Lancashire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lothian and Midlothian","5","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","20","[c]","27600","27570"
"Leaver Dept.","2022","East Riding of Yorkshire","20","[c]","43930","44460"
"Leaver Dept.","2022","East Surrey","20","[c]","30890","29290"
"Leaver Dept.","2022","East Sussex CC","35","[c]","33580","27570"
"Leaver Dept.","2022","Enfield","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","10","[c]","29470","27390"
"Leaver Dept.","2022","Essex Thames Gateway","15","[c]","30290","29290"
"Leaver Dept.","2022","Falkirk","45","[c]","24040","21260"
"Leaver Dept.","2022","Flintshire and Wrexham","20","[c]","30420","27570"
"Leaver Dept.","2022","Glasgow City","440","[c]","29350","27570"
"Leaver Dept.","2022","Gloucestershire CC","40","[c]","42470","35430"
"Leaver Dept.","2022","Greater Manchester North East","40","[c]","28590","27570"
"Leaver Dept.","2022","Greater Manchester North West","35","[c]","26240","27570"
"Leaver Dept.","2022","Greater Manchester South East","25","[c]","26860","27570"
"Leaver Dept.","2022","Greater Manchester South West","195","[c]","30120","27570"
"Leaver Dept.","2022","Gwent Valleys","30","[c]","27380","27570"
"Leaver Dept.","2022","Gwynedd","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","145","[c]","33220","31060"
"Leaver Dept.","2022","Haringey and Islington","45","[c]","28190","31060"
