"Status","Year","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Serious Fraud Office","490","480","46240","40700"
"In post","2021","Social Security Scotland","1135","1100","31620","26650"
"In post","2021","Standards and Testing Agency","125","120","43400","41400"
"In post","2021","Student Awards Agency for Scotland","240","230","29770","26160"
"In post","2021","Submarine Delivery Agency","1790","1750","41540","39860"
"In post","2021","Teaching Regulation Agency","75","70","31490","29360"
"In post","2021","The National Archives","545","515","35580","33330"
"In post","2021","Transport Scotland","495","480","44230","42190"
"In post","2021","UK Export Finance","400","390","53500","48830"
"In post","2021","UK Hydrographic Office","840","805","34760","33290"
"In post","2021","UK Intellectual Property Office","1515","1430","37770","31010"
"In post","2021","UK Space Agency","255","255","46880","41060"
"In post","2021","UK Supreme Court","55","55","38600","35150"
"In post","2021","United Kingdom Statistics Authority","5550","4960","32530","29540"
"In post","2021","Valuation Office Agency","3535","3280","33710","30000"
"In post","2021","Vehicle Certification Agency","210","200","36020","34290"
"In post","2021","Veterinary Medicines Directorate","165","165","42670","38820"
"In post","2021","Wales Office","40","40","46330","41100"
"In post","2021","Water Services Regulation Authority","250","240","56120","50170"
"In post","2021","Welsh Government (excl. agencies)","5705","5390","40990","37410"
"In post","2021","Welsh Revenue Authority","70","70","45660","43760"
"In post","2021","Wilton Park","85","80","34080","29410"
"Leaver CS","2021","Accountant in Bankruptcy","10","[c]","27570","22230"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","50","[c]","28490","24250"
"Leaver CS","2021","Animal and Plant Health Agency","140","[c]","28800","24370"
"Leaver CS","2021","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","380","[c]","47670","36000"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","40","[c]","35240","29750"
"Leaver CS","2021","Charity Commission","35","[c]","39670","34510"
"Leaver CS","2021","Companies House","40","[c]","33370","30810"
"Leaver CS","2021","Competition and Markets Authority","80","[c]","53210","46510"
"Leaver CS","2021","Criminal Injuries Compensation Authority","10","[c]","32010","25530"
"Leaver CS","2021","Crown Commercial Service","40","[c]","39020","34800"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","85","[c]","32070","22220"
"Leaver CS","2021","Crown Prosecution Service","265","[c]","43650","50520"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","470","[c]","34710","31670"
"Leaver CS","2021","Defence Science and Technology Laboratory","210","[c]","31160","28650"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","205","[c]","48690","41900"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","80","[c]","47140","37330"
"Leaver CS","2021","Department for Education (excl. agencies)","290","[c]","43470","40300"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","265","[c]","38160","33510"
"Leaver CS","2021","Department for International Development","25","[c]","50570","55610"
"Leaver CS","2021","Department for International Trade","145","[c]","38160","32000"
"Leaver CS","2021","Department for Transport (excl. agencies)","105","[c]","43230","35330"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","4390","[c]","26450","26120"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","185","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","280","[c]","23360","21590"
"Leaver CS","2021","Driver and Vehicle Standards Agency","225","[c]","28560","26700"
"Leaver CS","2021","Education and Skills Funding Agency","60","[c]","42800","36960"
"Leaver CS","2021","Education Scotland","20","[c]","63420","69160"
"Leaver CS","2021","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","70","[c]","39330","33880"
"Leaver CS","2021","Food Standards Agency","55","[c]","37120","35010"
"Leaver CS","2021","Food Standards Scotland","10","[c]","38090","35900"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","115","[c]","49600","47930"
"Leaver CS","2021","Forestry and Land Scotland","65","[c]","30150","28120"
"Leaver CS","2021","Government Actuary's Department","20","[c]","41970","32730"
"Leaver CS","2021","Government Internal Audit Agency","30","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","110","[c]","55960","53700"
"Leaver CS","2021","Government Property Agency","15","[c]","48900","53580"
"Leaver CS","2021","Health and Safety Executive","125","[c]","43620","43320"
"Leaver CS","2021","HM Courts and Tribunals Service","1385","[c]","23480","20100"
"Leaver CS","2021","HM Land Registry","270","[c]","31660","27130"
"Leaver CS","2021","HM Prison and Probation Service","4135","[c]","36400","31470"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","5435","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","80","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","1335","[c]","30350","25990"
"Leaver CS","2021","Insolvency Service","75","[c]","29380","25970"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","40","[c]","22310","19930"
"Leaver CS","2021","Maritime and Coastguard Agency","100","[c]","36950","32700"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","95","[c]","46080","40230"
"Leaver CS","2021","Met Office","85","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","2285","[c]","31350","28670"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","95","[c]","43040","39600"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","230","[c]","39310","32080"
"Leaver CS","2021","National Crime Agency","180","[c]","43800","40210"
"Leaver CS","2021","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","25","[c]","30390","27150"
"Leaver CS","2021","National Savings and Investments","15","[c]","49250","43120"
"Leaver CS","2021","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","130","[c]","52150","51360"
"Leaver CS","2021","Office of Gas and Electricity Markets","85","[c]","43720","36980"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","15","[c]","61820","44080"
"Leaver CS","2021","Office of Rail and Road","15","[c]","51740","58860"
"Leaver CS","2021","Office of the Public Guardian","65","[c]","22660","20650"
"Leaver CS","2021","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","50","[c]","40410","41020"
"Leaver CS","2021","Public Health England","750","[c]","40530","33930"
"Leaver CS","2021","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","25","[c]","31340","24130"
"Leaver CS","2021","Revenue Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","145","[c]","35020","32400"
"Leaver CS","2021","Rural Payments Agency","95","[c]","25660","22800"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","105","[c]","27950","22820"
"Leaver CS","2021","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","15","[c]","30680","30160"
"Leaver CS","2021","Scottish Government (excl. agencies)","275","[c]","41610","35110"
"Leaver CS","2021","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","235","[c]","32460","33650"
"Leaver CS","2021","Scottish Public Pensions Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","25","[c]","44100","35290"
"Leaver CS","2021","Social Security Scotland","25","[c]","28020","22230"
"Leaver CS","2021","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","50","[c]","39000","39070"
"Leaver CS","2021","The National Archives","35","[c]","31670","24070"
"Leaver CS","2021","Transport Scotland","15","[c]","49470","46600"
"Leaver CS","2021","UK Export Finance","25","[c]","46300","44760"
"Leaver CS","2021","UK Hydrographic Office","50","[c]","35220","33290"
"Leaver CS","2021","UK Intellectual Property Office","35","[c]","34800","30800"
"Leaver CS","2021","UK Space Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","15","[c]","37330","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","300","[c]","28650","22590"
"Leaver CS","2021","Valuation Office Agency","265","[c]","29810","25900"
"Leaver CS","2021","Vehicle Certification Agency","15","[c]","35560","35370"
"Leaver CS","2021","Veterinary Medicines Directorate","15","[c]","39120","38900"
"Leaver CS","2021","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","30","[c]","53090","48260"
"Leaver CS","2021","Welsh Government (excl. agencies)","140","[c]","42910","37410"
"Leaver CS","2021","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","15","[c]","38460","28680"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","40","[c]","28130","24250"
"Leaver Dept.","2021","Animal and Plant Health Agency","55","[c]","23980","21050"
"Leaver Dept.","2021","Attorney General's Office","15","[c]","50820","51250"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","1390","[c]","39830","32320"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","15","[c]","32500","29160"
"Leaver Dept.","2021","Companies House","15","[c]","28680","27460"
"Leaver Dept.","2021","Competition and Markets Authority","25","[c]","43250","34870"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","20","[c]","26330","25620"
"Leaver Dept.","2021","Crown Commercial Service","20","[c]","41420","36090"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","70","[c]","37150","30610"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","385","[c]","33990","31950"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","60","[c]","39620","37320"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","455","[c]","46510","40220"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","205","[c]","46890","49600"
"Leaver Dept.","2021","Department for Education (excl. agencies)","215","[c]","43030","38770"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","420","[c]","41560","36970"
"Leaver Dept.","2021","Department for International Development","20","[c]","49180","50830"
"Leaver Dept.","2021","Department for International Trade","265","[c]","43340","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","200","[c]","45220","42460"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","1350","[c]","30090","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","170","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","105","[c]","26970","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","65","[c]","30810","26700"
"Leaver Dept.","2021","Education and Skills Funding Agency","30","[c]","35920","32620"
"Leaver Dept.","2021","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","35","[c]","43470","38440"
"Leaver Dept.","2021","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","230","[c]","51930","52190"
"Leaver Dept.","2021","Forestry and Land Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","90","[c]","45990","50570"
"Leaver Dept.","2021","Government Property Agency","15","[c]","48050","50930"
"Leaver Dept.","2021","Health and Safety Executive","35","[c]","41770","33520"
"Leaver Dept.","2021","HM Courts and Tribunals Service","370","[c]","26070","21320"
"Leaver Dept.","2021","HM Prison and Probation Service","395","[c]","36320","30880"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","1620","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","120","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","1070","[c]","35760","29860"
"Leaver Dept.","2021","Insolvency Service","45","[c]","30550","25380"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","15","[c]","52600","53320"
"Leaver Dept.","2021","Legal Aid Agency","30","[c]","22040","19930"
"Leaver Dept.","2021","Maritime and Coastguard Agency","35","[c]","31580","30980"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","15","[c]","47540","53620"
"Leaver Dept.","2021","Met Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","390","[c]","39490","36100"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","355","[c]","40960","34650"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","410","[c]","42230","36800"
"Leaver Dept.","2021","National Crime Agency","65","[c]","46620","43610"
"Leaver Dept.","2021","National Infrastructure Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","30","[c]","51100","52850"
"Leaver Dept.","2021","Office for Budget Responsibility","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","55","[c]","40420","32010"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","55","[c]","44550","37240"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","10","[c]","48100","45550"
"Leaver Dept.","2021","Office of the Public Guardian","90","[c]","22300","21170"
"Leaver Dept.","2021","Planning Inspectorate","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","45","[c]","47900","52100"
"Leaver Dept.","2021","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","65","[c]","29230","25190"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","15","[c]","36360","34070"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","20","[c]","31110","27950"
"Leaver Dept.","2021","Scottish Forestry","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","25","[c]","38580","35180"
"Leaver Dept.","2021","Serious Fraud Office","15","[c]","46570","39740"
"Leaver Dept.","2021","Social Security Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","10","[c]","46530","48790"
"Leaver Dept.","2021","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","15","[c]","39130","33000"
"Leaver Dept.","2021","UK Hydrographic Office","15","[c]","43450","42510"
"Leaver Dept.","2021","UK Intellectual Property Office","25","[c]","42300","39340"
"Leaver Dept.","2021","UK Space Agency","40","[c]","46400","40220"
"Leaver Dept.","2021","United Kingdom Statistics Authority","160","[c]","37070","33250"
"Leaver Dept.","2021","Valuation Office Agency","75","[c]","34200","26500"
"Leaver Dept.","2021","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","10","[c]","45840","42430"
"Leaver Dept.","2021","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","25","[c]","37400","37410"
"Leaver Dept.","2021","Welsh Revenue Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","160","[c]","26270","24250"
"New entrant CS","2021","Animal and Plant Health Agency","485","[c]","25110","24370"
"New entrant CS","2021","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","1740","[c]","39710","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","30","[c]","31470","29270"
"New entrant CS","2021","Charity Commission","55","[c]","34470","29160"
"New entrant CS","2021","Companies House","75","[c]","34700","34170"
"New entrant CS","2021","Competition and Markets Authority","75","[c]","49340","53530"
"New entrant CS","2021","Criminal Injuries Compensation Authority","25","[c]","26530","26550"
"New entrant CS","2021","Crown Commercial Service","165","[c]","35370","32000"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","150","[c]","25090","20760"
"New entrant CS","2021","Crown Prosecution Service","725","[c]","33410","26970"
"New entrant CS","2021","Debt Management Office","10","[c]","40000","40500"
"New entrant CS","2021","Defence Equipment and Support","725","[c]","32060","29000"
"New entrant CS","2021","Defence Science and Technology Laboratory","220","[c]","32260","28650"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","725","[c]","38040","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","400","[c]","39110","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","615","[c]","35750","32870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","1030","[c]","36830","32560"
"New entrant CS","2021","Department for International Trade","395","[c]","34570","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","560","[c]","36850","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","16980","[c]","26790","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","1110","[c]","39780","32790"
"New entrant CS","2021","Disclosure Scotland","45","[c]","23650","20060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","340","[c]","23790","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","270","[c]","28680","26130"
"New entrant CS","2021","Education and Skills Funding Agency","100","[c]","35750","36280"
"New entrant CS","2021","Education Scotland","15","[c]","44710","48930"
"New entrant CS","2021","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","95","[c]","34650","32350"
"New entrant CS","2021","Food Standards Scotland","55","[c]","31300","30650"
"New entrant CS","2021","Forestry and Land Scotland","95","[c]","27350","25140"
"New entrant CS","2021","Government Actuary's Department","35","[c]","44690","38000"
"New entrant CS","2021","Government Internal Audit Agency","35","[c]","43830","41720"
"New entrant CS","2021","Government Legal Department","255","[c]","41990","43920"
"New entrant CS","2021","Government Property Agency","45","[c]","46340","40600"
"New entrant CS","2021","Health and Safety Executive","190","[c]","32160","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","2190","[c]","21970","19930"
"New entrant CS","2021","HM Land Registry","700","[c]","26170","22350"
"New entrant CS","2021","HM Prison and Probation Service","5755","[c]","23930","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","5140","[c]","24760","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","400","[c]","32480","28500"
"New entrant CS","2021","Home Office (incl. agencies)","2165","[c]","31740","25770"
"New entrant CS","2021","Insolvency Service","205","[c]","24470","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","45","[c]","40140","40430"
"New entrant CS","2021","Legal Aid Agency","60","[c]","21890","19930"
"New entrant CS","2021","Maritime and Coastguard Agency","210","[c]","33190","30730"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","185","[c]","39810","34150"
"New entrant CS","2021","Met Office","135","[c]","33550","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","3005","[c]","29280","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","330","[c]","38900","33210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","730","[c]","38040","34050"
"New entrant CS","2021","National Crime Agency","1055","[c]","34310","32770"
"New entrant CS","2021","National Infrastructure Commission","15","[c]","42500","40000"
"New entrant CS","2021","National Records of Scotland","40","[c]","33940","30650"
"New entrant CS","2021","National Savings and Investments","15","[c]","41160","38600"
"New entrant CS","2021","Northern Ireland Office","20","[c]","42200","38050"
"New entrant CS","2021","Office for Budget Responsibility","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","170","[c]","49340","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","310","[c]","34450","26750"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","40","[c]","41360","31180"
"New entrant CS","2021","Office of Rail and Road","35","[c]","42980","42670"
"New entrant CS","2021","Office of the Public Guardian","25","[c]","27170","22570"
"New entrant CS","2021","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","95","[c]","30280","26050"
"New entrant CS","2021","Public Health England","2025","[c]","35090","31370"
"New entrant CS","2021","Registers of Scotland","15","[c]","45770","39350"
"New entrant CS","2021","Revenue Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","60","[c]","24100","21050"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","20","[c]","39930","31750"
"New entrant CS","2021","Scottish Courts and Tribunals Service","100","[c]","23200","20850"
"New entrant CS","2021","Scottish Forestry","30","[c]","29760","28120"
"New entrant CS","2021","Scottish Government (excl. agencies)","790","[c]","37270","30650"
