"Status","Year","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Hackney and Newham","165","[c]","31400","31060"
"Leaver Dept.","2023","Haringey and Islington","50","[c]","30580","29660"
"Leaver Dept.","2023","Harrow and Hillingdon","55","[c]","33550","31630"
"Leaver Dept.","2023","Hartlepool and Stockton-on-Tees","20","[c]","29330","28120"
"Leaver Dept.","2023","Heart of Essex","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hertfordshire CC","55","[c]","34700","32000"
"Leaver Dept.","2023","Hounslow and Richmond upon Thames","85","[c]","32870","31060"
"Leaver Dept.","2023","Inverclyde, East Renfrewshire, and Renfrewshire","25","[c]","27350","27570"
"Leaver Dept.","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","10","[c]","32160","28120"
"Leaver Dept.","2023","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Isle of Wight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Kensington & Chelsea and Hammersmith & Fulham","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Kent Thames Gateway","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Kingston upon Hull, City of","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Lambeth","100","[c]","46320","40340"
"Leaver Dept.","2023","Lancaster and Wyre","15","[c]","31730","28120"
"Leaver Dept.","2023","Leeds","515","[c]","35220","32000"
"Leaver Dept.","2023","Leicester","40","[c]","24190","21780"
"Leaver Dept.","2023","Leicestershire CC and Rutland","30","[c]","26390","22950"
"Leaver Dept.","2023","Lewisham and Southwark","40","[c]","33770","32520"
"Leaver Dept.","2023","Lincolnshire CC","35","[c]","26680","27500"
"Leaver Dept.","2023","Lisburn and Castlereagh","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Liverpool","325","[c]","30590","26840"
"Leaver Dept.","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Luton","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Manchester","340","[c]","36190","31990"
"Leaver Dept.","2023","Medway","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Merton, Kingston upon Thames and Sutton","20","[c]","34110","32520"
"Leaver Dept.","2023","Mid Kent","20","[c]","29350","31280"
"Leaver Dept.","2023","Mid Lancashire","85","[c]","27640","27570"
"Leaver Dept.","2023","Milton Keynes","35","[c]","30610","27840"
"Leaver Dept.","2023","Monmouthshire and Newport","190","[c]","34970","31540"
"Leaver Dept.","2023","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North Hampshire","15","[c]","35070","33650"
"Leaver Dept.","2023","North Lanarkshire","45","[c]","25830","27570"
"Leaver Dept.","2023","North Northamptonshire","15","[c]","25820","22400"
"Leaver Dept.","2023","North Nottinghamshire","15","[c]","32360","28120"
"Leaver Dept.","2023","North Yorkshire CC","20","[c]","30380","27830"
"Leaver Dept.","2023","North and North East Lincolnshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North and West Norfolk","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northumberland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Norwich and East Norfolk","35","[c]","35140","27570"
"Leaver Dept.","2023","Nottingham","175","[c]","32630","28120"
"Leaver Dept.","2023","Overseas","55","[c]","44730","41200"
"Leaver Dept.","2023","Oxfordshire CC","30","[c]","32330","28120"
"Leaver Dept.","2023","Perth and Kinross, and Stirling","15","[c]","28110","27570"
"Leaver Dept.","2023","Peterborough","30","[c]","26740","27570"
"Leaver Dept.","2023","Plymouth","45","[c]","30870","28120"
"Leaver Dept.","2023","Portsmouth","35","[c]","34000","33650"
"Leaver Dept.","2023","Powys","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Redbridge and Waltham Forest","40","[c]","31070","31790"
"Leaver Dept.","2023","Sandwell","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Borders","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Sefton","120","[c]","29330","28120"
"Leaver Dept.","2023","Sheffield","245","[c]","35110","32000"
"Leaver Dept.","2023","Shropshire","15","[c]","25430","27250"
"Leaver Dept.","2023","Solihull","35","[c]","29700","27570"
"Leaver Dept.","2023","Somerset CC","25","[c]","32160","30640"
"Leaver Dept.","2023","South Ayrshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South Hampshire","100","[c]","30610","29410"
"Leaver Dept.","2023","South Lanarkshire","95","[c]","28520","28120"
"Leaver Dept.","2023","South Nottinghamshire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South Teesside","10","[c]","30840","28120"
"Leaver Dept.","2023","South West Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2023","South and West Derbyshire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Southampton","25","[c]","29850","28120"
"Leaver Dept.","2023","Southend-on-Sea","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Staffordshire CC","65","[c]","32790","28120"
"Leaver Dept.","2023","Stoke-on-Trent","85","[c]","25110","21690"
"Leaver Dept.","2023","Suffolk CC","45","[c]","27480","27570"
"Leaver Dept.","2023","Sunderland","95","[c]","29470","28120"
"Leaver Dept.","2023","Swansea","245","[c]","29980","27260"
"Leaver Dept.","2023","Swindon","15","[c]","60130","53080"
"Leaver Dept.","2023","Telford and Wrekin","25","[c]","28870","28120"
"Leaver Dept.","2023","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tower Hamlets","380","[c]","42930","35650"
"Leaver Dept.","2023","Tyneside","535","[c]","30500","28120"
"Leaver Dept.","2023","Unknown","155","[c]","34080","32000"
"Leaver Dept.","2023","Wakefield","25","[c]","31160","29650"
"Leaver Dept.","2023","Walsall","20","[c]","27200","27570"
"Leaver Dept.","2023","Wandsworth","35","[c]","33680","32520"
"Leaver Dept.","2023","Warrington","45","[c]","36060","31290"
"Leaver Dept.","2023","Warwickshire CC","20","[c]","28480","22400"
"Leaver Dept.","2023","West Cumbria","10","[c]","[c]","[c]"
"Leaver Dept.","2023","West Essex","15","[c]","28390","27110"
"Leaver Dept.","2023","West Kent","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Lothian","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Northamptonshire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","West Surrey","30","[c]","36430","31280"
"Leaver Dept.","2023","West Sussex (North East)","15","[c]","32720","28120"
"Leaver Dept.","2023","West Sussex (South West)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Westminster","5085","[c]","45180","40060"
"Leaver Dept.","2023","Wiltshire","85","[c]","40100","38070"
"Leaver Dept.","2023","Wirral","50","[c]","27350","27570"
"Leaver Dept.","2023","Wolverhampton","35","[c]","32360","30190"
"Leaver Dept.","2023","Worcestershire CC","30","[c]","29410","27570"
"Leaver Dept.","2023","York","115","[c]","36990","34020"
"New entrant CS","2023","Aberdeen City and Aberdeenshire","155","[c]","30040","29100"
"New entrant CS","2023","Angus and Dundee City","720","[c]","27420","28120"
"New entrant CS","2023","Antrim and Newtownabbey","30","[c]","25360","25750"
"New entrant CS","2023","Ards and North Down","15","[c]","30230","25750"
"New entrant CS","2023","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Barking & Dagenham and Havering","30","[c]","32370","27640"
"New entrant CS","2023","Barnet","155","[c]","35310","29750"
"New entrant CS","2023","Barnsley, Doncaster and Rotherham","280","[c]","26230","23640"
"New entrant CS","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","1585","[c]","31900","28880"
"New entrant CS","2023","Bedford","165","[c]","27640","25880"
"New entrant CS","2023","Belfast","385","[c]","26710","22520"
"New entrant CS","2023","Berkshire","300","[c]","30290","27350"
"New entrant CS","2023","Bexley and Greenwich","200","[c]","31770","32110"
"New entrant CS","2023","Birmingham","1785","[c]","28120","22520"
"New entrant CS","2023","Blackburn with Darwen","55","[c]","24650","23640"
"New entrant CS","2023","Blackpool","235","[c]","30000","28120"
"New entrant CS","2023","Bournemouth, Christchurch and Poole","75","[c]","24270","23640"
"New entrant CS","2023","Bradford","320","[c]","23300","22520"
"New entrant CS","2023","Breckland and South Norfolk","85","[c]","27580","28880"
"New entrant CS","2023","Brent","25","[c]","30430","27640"
"New entrant CS","2023","Bridgend and Neath Port Talbot","35","[c]","25590","23640"
"New entrant CS","2023","Brighton and Hove","70","[c]","29840","23640"
"New entrant CS","2023","Bristol, City of","800","[c]","32420","28840"
"New entrant CS","2023","Bromley","50","[c]","31920","27640"
"New entrant CS","2023","Buckinghamshire","220","[c]","30500","28530"
"New entrant CS","2023","Caithness and Sutherland, and Ross and Cromarty","10","[c]","29470","28300"
"New entrant CS","2023","Calderdale and Kirklees","75","[c]","30000","23640"
"New entrant CS","2023","Cambridgeshire CC","375","[c]","32150","28480"
"New entrant CS","2023","Camden and City of London","145","[c]","36540","30090"
"New entrant CS","2023","Cardiff and Vale of Glamorgan","1245","[c]","29850","25750"
"New entrant CS","2023","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Bedfordshire","35","[c]","34690","27110"
"New entrant CS","2023","Central Hampshire","575","[c]","32010","30650"
"New entrant CS","2023","Central Valleys","240","[c]","27250","28120"
"New entrant CS","2023","Cheshire East","185","[c]","28120","23640"
"New entrant CS","2023","Cheshire West and Chester","50","[c]","29520","23640"
"New entrant CS","2023","Chorley and West Lancashire","250","[c]","28180","28880"
"New entrant CS","2023","City of Edinburgh","1415","[c]","35220","31290"
"New entrant CS","2023","Clackmannanshire and Fife","115","[c]","29120","27810"
"New entrant CS","2023","Conwy and Denbighshire","50","[c]","28380","23640"
"New entrant CS","2023","Cornwall and Isles of Scilly","130","[c]","30590","23640"
"New entrant CS","2023","Coventry","260","[c]","31760","28120"
"New entrant CS","2023","Croydon","1090","[c]","31300","29750"
"New entrant CS","2023","Darlington","395","[c]","34590","31440"
"New entrant CS","2023","Derby","120","[c]","24800","23640"
"New entrant CS","2023","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Devon CC","650","[c]","28580","26650"
"New entrant CS","2023","Dorset","255","[c]","27610","27000"
"New entrant CS","2023","Dudley","185","[c]","22740","21690"
"New entrant CS","2023","Dumfries and Galloway","50","[c]","29520","26780"
"New entrant CS","2023","Durham","855","[c]","25660","23390"
"New entrant CS","2023","Ealing","15","[c]","29770","29660"
"New entrant CS","2023","East Ayrshire and North Ayrshire mainland","115","[c]","25200","22180"
"New entrant CS","2023","East Cumbria","125","[c]","26520","22150"
"New entrant CS","2023","East Derbyshire","10","[c]","32060","26780"
"New entrant CS","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","215","[c]","27780","25350"
"New entrant CS","2023","East Kent","755","[c]","25640","25750"
"New entrant CS","2023","East Lancashire","40","[c]","23630","23640"
"New entrant CS","2023","East Lothian and Midlothian","20","[c]","31720","29100"
"New entrant CS","2023","East Merseyside","85","[c]","24780","23640"
"New entrant CS","2023","East Riding of Yorkshire","240","[c]","28120","28880"
"New entrant CS","2023","East Surrey","150","[c]","32940","34110"
"New entrant CS","2023","East Sussex CC","205","[c]","30120","28120"
"New entrant CS","2023","Enfield","15","[c]","30910","27640"
"New entrant CS","2023","Essex Haven Gateway","100","[c]","27900","23640"
"New entrant CS","2023","Essex Thames Gateway","40","[c]","24290","23640"
"New entrant CS","2023","Falkirk","90","[c]","26520","24710"
"New entrant CS","2023","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Flintshire and Wrexham","230","[c]","27720","28480"
"New entrant CS","2023","Glasgow City","2645","[c]","29220","25710"
"New entrant CS","2023","Gloucestershire CC","125","[c]","30430","26780"
"New entrant CS","2023","Greater Manchester North East","110","[c]","27570","23640"
"New entrant CS","2023","Greater Manchester North West","315","[c]","24650","21690"
"New entrant CS","2023","Greater Manchester South East","55","[c]","30550","23640"
"New entrant CS","2023","Greater Manchester South West","1010","[c]","29230","25750"
"New entrant CS","2023","Gwent Valleys","30","[c]","25770","22890"
"New entrant CS","2023","Gwynedd","50","[c]","26160","23640"
"New entrant CS","2023","Hackney and Newham","455","[c]","33560","29750"
"New entrant CS","2023","Haringey and Islington","180","[c]","32140","33800"
"New entrant CS","2023","Harrow and Hillingdon","490","[c]","30830","29750"
"New entrant CS","2023","Hartlepool and Stockton-on-Tees","170","[c]","25990","24070"
"New entrant CS","2023","Heart of Essex","200","[c]","27620","26140"
"New entrant CS","2023","Herefordshire, County of","60","[c]","24850","22220"
"New entrant CS","2023","Hertfordshire CC","265","[c]","30370","28240"
"New entrant CS","2023","Hounslow and Richmond upon Thames","435","[c]","31150","29750"
"New entrant CS","2023","Inverclyde, East Renfrewshire, and Renfrewshire","80","[c]","30090","25930"
"New entrant CS","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","135","[c]","26070","23190"
"New entrant CS","2023","Isle of Anglesey","35","[c]","26750","25750"
"New entrant CS","2023","Isle of Wight","95","[c]","26390","23230"
"New entrant CS","2023","Kensington & Chelsea and Hammersmith & Fulham","110","[c]","32370","33800"
"New entrant CS","2023","Kent Thames Gateway","170","[c]","28010","28480"
"New entrant CS","2023","Kingston upon Hull, City of","205","[c]","26340","25750"
"New entrant CS","2023","Lambeth","235","[c]","39160","34340"
"New entrant CS","2023","Lancaster and Wyre","200","[c]","25400","23430"
"New entrant CS","2023","Leeds","1595","[c]","30610","27650"
"New entrant CS","2023","Leicester","235","[c]","24470","23640"
"New entrant CS","2023","Leicestershire CC and Rutland","325","[c]","26230","23230"
"New entrant CS","2023","Lewisham and Southwark","150","[c]","30240","27640"
"New entrant CS","2023","Lincolnshire CC","390","[c]","28550","26910"
"New entrant CS","2023","Lisburn and Castlereagh","105","[c]","28110","25750"
"New entrant CS","2023","Liverpool","1930","[c]","24830","22520"
"New entrant CS","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","10","[c]","28930","28610"
"New entrant CS","2023","Luton","75","[c]","24440","23640"
"New entrant CS","2023","Manchester","1025","[c]","32600","28840"
"New entrant CS","2023","Medway","190","[c]","29070","28880"
"New entrant CS","2023","Merton, Kingston upon Thames and Sutton","50","[c]","34690","30450"
"New entrant CS","2023","Mid Kent","160","[c]","27760","28360"
"New entrant CS","2023","Mid Lancashire","400","[c]","26490","23230"
"New entrant CS","2023","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Milton Keynes","120","[c]","28670","30940"
"New entrant CS","2023","Monmouthshire and Newport","710","[c]","29940","24840"
"New entrant CS","2023","Na h-Eileanan Siar","30","[c]","26570","21690"
"New entrant CS","2023","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2023","North Hampshire","110","[c]","30200","25750"
"New entrant CS","2023","North Lanarkshire","235","[c]","24230","21690"
"New entrant CS","2023","North Northamptonshire","55","[c]","26360","23640"
"New entrant CS","2023","North Nottinghamshire","155","[c]","27790","28160"
"New entrant CS","2023","North Yorkshire CC","200","[c]","30070","26780"
"New entrant CS","2023","North and North East Lincolnshire","75","[c]","23170","23640"
"New entrant CS","2023","North and West Norfolk","85","[c]","27350","25350"
"New entrant CS","2023","Northumberland","30","[c]","30040","24330"
"New entrant CS","2023","Norwich and East Norfolk","245","[c]","26600","25870"
"New entrant CS","2023","Nottingham","1080","[c]","27050","22520"
"New entrant CS","2023","Orkney Islands","10","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","70","[c]","48110","45690"
"New entrant CS","2023","Oxfordshire CC","320","[c]","31370","28120"
"New entrant CS","2023","Perth and Kinross, and Stirling","115","[c]","27160","24710"
"New entrant CS","2023","Peterborough","220","[c]","24390","22400"
"New entrant CS","2023","Plymouth","310","[c]","28800","24430"
"New entrant CS","2023","Portsmouth","480","[c]","28390","25750"
"New entrant CS","2023","Powys","35","[c]","29280","27500"
"New entrant CS","2023","Redbridge and Waltham Forest","60","[c]","30160","27640"
"New entrant CS","2023","Sandwell","30","[c]","26170","23640"
"New entrant CS","2023","Scottish Borders","85","[c]","27620","25710"
"New entrant CS","2023","Sefton","755","[c]","25290","22400"
"New entrant CS","2023","Sheffield","1265","[c]","27750","25750"
"New entrant CS","2023","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Shropshire","155","[c]","29790","28480"
"New entrant CS","2023","Solihull","200","[c]","26790","25750"
"New entrant CS","2023","Somerset CC","275","[c]","28950","27140"
"New entrant CS","2023","South Ayrshire","10","[c]","[c]","[c]"
"New entrant CS","2023","South Hampshire","705","[c]","26920","22500"
"New entrant CS","2023","South Lanarkshire","340","[c]","24330","22520"
"New entrant CS","2023","South Nottinghamshire","125","[c]","33390","28880"
"New entrant CS","2023","South Teesside","85","[c]","26270","23640"
"New entrant CS","2023","South West Wales","125","[c]","27720","23640"
"New entrant CS","2023","South and West Derbyshire","110","[c]","29880","28480"
"New entrant CS","2023","Southampton","125","[c]","30890","24870"
"New entrant CS","2023","Southend-on-Sea","30","[c]","24590","23640"
"New entrant CS","2023","Staffordshire CC","530","[c]","29390","28880"
"New entrant CS","2023","Stoke-on-Trent","145","[c]","25440","22400"
"New entrant CS","2023","Suffolk CC","450","[c]","27370","24070"
"New entrant CS","2023","Sunderland","205","[c]","23830","22520"
"New entrant CS","2023","Swansea","875","[c]","24040","22500"
"New entrant CS","2023","Swindon","35","[c]","27940","23640"
"New entrant CS","2023","Telford and Wrekin","295","[c]","36980","34400"
"New entrant CS","2023","Thurrock","60","[c]","23260","22400"
"New entrant CS","2023","Torbay","15","[c]","26240","23640"
"New entrant CS","2023","Tower Hamlets","910","[c]","42210","35410"
"New entrant CS","2023","Tyneside","1585","[c]","29200","25750"
"New entrant CS","2023","Unknown","360","[c]","26600","23620"
"New entrant CS","2023","Wakefield","265","[c]","28430","28880"
"New entrant CS","2023","Walsall","15","[c]","23550","23640"
"New entrant CS","2023","Wandsworth","160","[c]","32640","33800"
"New entrant CS","2023","Warrington","285","[c]","32170","30320"
"New entrant CS","2023","Warwickshire CC","95","[c]","28210","23640"
"New entrant CS","2023","West Cumbria","200","[c]","27600","22220"
"New entrant CS","2023","West Essex","60","[c]","29140","25880"
"New entrant CS","2023","West Kent","10","[c]","34850","24270"
"New entrant CS","2023","West Lothian","40","[c]","34780","29100"
"New entrant CS","2023","West Northamptonshire","195","[c]","25180","22500"
"New entrant CS","2023","West Surrey","320","[c]","30690","28200"
"New entrant CS","2023","West Sussex (North East)","140","[c]","29610","26750"
"New entrant CS","2023","West Sussex (South West)","130","[c]","33720","28880"
"New entrant CS","2023","Westminster","4775","[c]","37830","34190"
"New entrant CS","2023","Wiltshire","1035","[c]","31790","28360"
"New entrant CS","2023","Wirral","135","[c]","26220","21780"
"New entrant CS","2023","Wolverhampton","75","[c]","28340","25320"
"New entrant CS","2023","Worcestershire CC","275","[c]","26980","24070"
"New entrant CS","2023","York","380","[c]","31580","27320"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","",""
"Year","Year of data collection (as at 31 March).","","","","",""
"Region_ITL3","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","",""
"","ITL 3 divides into counties, unitary authorities, or districts in England (some grouped), groups of unitary authorities in Wales, groups of council areas in Scotland, groups of districts in Northern Ireland.","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","",""
