"Status","Year","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Bridgend and Neath Port Talbot","50","[c]","28320","23800"
"Leaver CS","2023","Brighton and Hove","105","[c]","31420","27570"
"Leaver CS","2023","Bristol, City of","685","[c]","31850","27570"
"Leaver CS","2023","Bromley","55","[c]","32930","32520"
"Leaver CS","2023","Buckinghamshire","210","[c]","34290","29470"
"Leaver CS","2023","Caithness and Sutherland, and Ross and Cromarty","15","[c]","34060","29560"
"Leaver CS","2023","Calderdale and Kirklees","90","[c]","28200","27570"
"Leaver CS","2023","Cambridgeshire CC","375","[c]","35460","30350"
"Leaver CS","2023","Camden and City of London","210","[c]","37500","29660"
"Leaver CS","2023","Cardiff and Vale of Glamorgan","775","[c]","35600","29430"
"Leaver CS","2023","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Bedfordshire","35","[c]","32040","27940"
"Leaver CS","2023","Central Hampshire","380","[c]","35390","32980"
"Leaver CS","2023","Central Valleys","160","[c]","28760","25700"
"Leaver CS","2023","Cheshire East","135","[c]","29740","23560"
"Leaver CS","2023","Cheshire West and Chester","45","[c]","28930","26630"
"Leaver CS","2023","Chorley and West Lancashire","145","[c]","43510","35340"
"Leaver CS","2023","City of Edinburgh","980","[c]","39370","34730"
"Leaver CS","2023","Clackmannanshire and Fife","170","[c]","27270","26440"
"Leaver CS","2023","Conwy and Denbighshire","55","[c]","34880","28120"
"Leaver CS","2023","Cornwall and Isles of Scilly","165","[c]","29050","26670"
"Leaver CS","2023","Coventry","210","[c]","38590","31160"
"Leaver CS","2023","Croydon","770","[c]","38880","35050"
"Leaver CS","2023","Darlington","95","[c]","36260","30910"
"Leaver CS","2023","Derby","120","[c]","26840","21780"
"Leaver CS","2023","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Devon CC","560","[c]","30940","27570"
"Leaver CS","2023","Dorset","220","[c]","30450","28080"
"Leaver CS","2023","Dudley","90","[c]","25260","21690"
"Leaver CS","2023","Dumfries and Galloway","30","[c]","31410","28120"
"Leaver CS","2023","Durham","590","[c]","26480","22400"
"Leaver CS","2023","Ealing","55","[c]","34270","31060"
"Leaver CS","2023","East Ayrshire and North Ayrshire mainland","85","[c]","27510","25540"
"Leaver CS","2023","East Cumbria","80","[c]","31120","26240"
"Leaver CS","2023","East Derbyshire","40","[c]","27720","27570"
"Leaver CS","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","210","[c]","31250","27470"
"Leaver CS","2023","East Kent","285","[c]","28330","26750"
"Leaver CS","2023","East Lancashire","45","[c]","25970","21730"
"Leaver CS","2023","East Lothian and Midlothian","10","[c]","[c]","[c]"
"Leaver CS","2023","East Merseyside","90","[c]","29120","27570"
"Leaver CS","2023","East Riding of Yorkshire","210","[c]","29650","27570"
"Leaver CS","2023","East Surrey","135","[c]","34450","29290"
"Leaver CS","2023","East Sussex CC","230","[c]","27790","26960"
"Leaver CS","2023","Enfield","30","[c]","30630","31060"
"Leaver CS","2023","Essex Haven Gateway","100","[c]","35640","29290"
"Leaver CS","2023","Essex Thames Gateway","75","[c]","28940","29290"
"Leaver CS","2023","Falkirk","160","[c]","29930","25060"
"Leaver CS","2023","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Flintshire and Wrexham","225","[c]","30470","28120"
"Leaver CS","2023","Glasgow City","1060","[c]","32470","27930"
"Leaver CS","2023","Gloucestershire CC","220","[c]","29000","27570"
"Leaver CS","2023","Greater Manchester North East","170","[c]","25290","21690"
"Leaver CS","2023","Greater Manchester North West","195","[c]","25280","21690"
"Leaver CS","2023","Greater Manchester South East","115","[c]","25620","21690"
"Leaver CS","2023","Greater Manchester South West","700","[c]","30400","25880"
"Leaver CS","2023","Gwent Valleys","120","[c]","25500","21690"
"Leaver CS","2023","Gwynedd","45","[c]","23750","21690"
"Leaver CS","2023","Hackney and Newham","465","[c]","30790","31060"
"Leaver CS","2023","Haringey and Islington","210","[c]","30620","31060"
"Leaver CS","2023","Harrow and Hillingdon","245","[c]","32290","31060"
"Leaver CS","2023","Hartlepool and Stockton-on-Tees","115","[c]","25700","25340"
"Leaver CS","2023","Heart of Essex","175","[c]","30750","29290"
"Leaver CS","2023","Herefordshire, County of","65","[c]","28330","26670"
"Leaver CS","2023","Hertfordshire CC","355","[c]","34450","29290"
"Leaver CS","2023","Hounslow and Richmond upon Thames","380","[c]","31780","29890"
"Leaver CS","2023","Inverclyde, East Renfrewshire, and Renfrewshire","70","[c]","30210","27370"
"Leaver CS","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","105","[c]","27060","26220"
"Leaver CS","2023","Isle of Anglesey","15","[c]","30510","28120"
"Leaver CS","2023","Isle of Wight","75","[c]","28960","28120"
"Leaver CS","2023","Kensington & Chelsea and Hammersmith & Fulham","115","[c]","32490","31060"
"Leaver CS","2023","Kent Thames Gateway","195","[c]","30200","29290"
"Leaver CS","2023","Kingston upon Hull, City of","145","[c]","28270","26000"
"Leaver CS","2023","Lambeth","410","[c]","44370","40070"
"Leaver CS","2023","Lancaster and Wyre","95","[c]","32870","26800"
"Leaver CS","2023","Leeds","1200","[c]","36810","30730"
"Leaver CS","2023","Leicester","235","[c]","26860","23390"
"Leaver CS","2023","Leicestershire CC and Rutland","260","[c]","27510","24800"
"Leaver CS","2023","Lewisham and Southwark","140","[c]","33430","31060"
"Leaver CS","2023","Lincolnshire CC","325","[c]","28650","27570"
"Leaver CS","2023","Lisburn and Castlereagh","30","[c]","31750","29400"
"Leaver CS","2023","Liverpool","810","[c]","27750","25880"
"Leaver CS","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","35","[c]","27850","28120"
"Leaver CS","2023","Luton","50","[c]","26130","27570"
"Leaver CS","2023","Manchester","735","[c]","34610","29590"
"Leaver CS","2023","Medway","185","[c]","28880","29290"
"Leaver CS","2023","Merton, Kingston upon Thames and Sutton","65","[c]","33030","31060"
"Leaver CS","2023","Mid Kent","100","[c]","34290","29290"
"Leaver CS","2023","Mid Lancashire","400","[c]","26370","22150"
"Leaver CS","2023","Milton Keynes","280","[c]","34340","28540"
"Leaver CS","2023","Monmouthshire and Newport","495","[c]","32790","28120"
"Leaver CS","2023","Na h-Eileanan Siar","15","[c]","23870","21690"
"Leaver CS","2023","Newry, Mourne and Down","10","[c]","[c]","[c]"
"Leaver CS","2023","North Hampshire","135","[c]","32100","27450"
"Leaver CS","2023","North Lanarkshire","135","[c]","26200","21690"
"Leaver CS","2023","North Northamptonshire","50","[c]","26120","26510"
"Leaver CS","2023","North Nottinghamshire","120","[c]","30780","27570"
"Leaver CS","2023","North Yorkshire CC","205","[c]","33780","27570"
"Leaver CS","2023","North and North East Lincolnshire","45","[c]","26920","27570"
"Leaver CS","2023","North and West Norfolk","80","[c]","31580","27570"
"Leaver CS","2023","Northumberland","35","[c]","33080","27570"
"Leaver CS","2023","Norwich and East Norfolk","215","[c]","30310","27570"
"Leaver CS","2023","Nottingham","755","[c]","30610","27570"
"Leaver CS","2023","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","150","[c]","50500","47000"
"Leaver CS","2023","Oxfordshire CC","350","[c]","34050","28120"
"Leaver CS","2023","Perth and Kinross, and Stirling","115","[c]","31420","28490"
"Leaver CS","2023","Peterborough","135","[c]","27350","25940"
"Leaver CS","2023","Plymouth","305","[c]","33580","28590"
"Leaver CS","2023","Portsmouth","385","[c]","32960","27570"
"Leaver CS","2023","Powys","45","[c]","31970","28120"
"Leaver CS","2023","Redbridge and Waltham Forest","145","[c]","29920","30960"
"Leaver CS","2023","Sandwell","30","[c]","27720","27840"
"Leaver CS","2023","Scottish Borders","30","[c]","33050","28140"
"Leaver CS","2023","Sefton","445","[c]","30280","26370"
"Leaver CS","2023","Sheffield","480","[c]","32950","27570"
"Leaver CS","2023","Shetland Islands","10","[c]","29760","27840"
"Leaver CS","2023","Shropshire","125","[c]","30480","28730"
"Leaver CS","2023","Solihull","60","[c]","29030","26780"
"Leaver CS","2023","Somerset CC","250","[c]","31560","27570"
"Leaver CS","2023","South Ayrshire","30","[c]","28100","27570"
"Leaver CS","2023","South Hampshire","595","[c]","28320","23300"
"Leaver CS","2023","South Lanarkshire","285","[c]","30980","27570"
"Leaver CS","2023","South Nottinghamshire","105","[c]","35610","32650"
"Leaver CS","2023","South Teesside","70","[c]","27180","22870"
"Leaver CS","2023","South West Wales","95","[c]","30230","26740"
"Leaver CS","2023","South and West Derbyshire","120","[c]","37010","34170"
"Leaver CS","2023","Southampton","195","[c]","32670","26780"
"Leaver CS","2023","Southend-on-Sea","165","[c]","29130","29290"
"Leaver CS","2023","Staffordshire CC","445","[c]","30340","27570"
"Leaver CS","2023","Stoke-on-Trent","230","[c]","24950","21780"
"Leaver CS","2023","Suffolk CC","460","[c]","30200","26780"
"Leaver CS","2023","Sunderland","325","[c]","25910","21690"
"Leaver CS","2023","Swansea","750","[c]","26130","22500"
"Leaver CS","2023","Swindon","65","[c]","29080","27570"
"Leaver CS","2023","Telford and Wrekin","155","[c]","28950","27570"
"Leaver CS","2023","Thurrock","20","[c]","25230","25750"
"Leaver CS","2023","Torbay","25","[c]","25720","21690"
"Leaver CS","2023","Tower Hamlets","885","[c]","49900","46160"
"Leaver CS","2023","Tyneside","1205","[c]","30840","25880"
"Leaver CS","2023","Unknown","420","[c]","35740","32000"
"Leaver CS","2023","Wakefield","175","[c]","33330","28850"
"Leaver CS","2023","Walsall","60","[c]","24660","21690"
"Leaver CS","2023","Wandsworth","145","[c]","33300","31060"
"Leaver CS","2023","Warrington","215","[c]","34840","34670"
"Leaver CS","2023","Warwickshire CC","150","[c]","27170","23500"
"Leaver CS","2023","West Cumbria","130","[c]","30300","26410"
"Leaver CS","2023","West Essex","85","[c]","34650","29290"
"Leaver CS","2023","West Kent","55","[c]","37350","31280"
"Leaver CS","2023","West Lothian","30","[c]","34630","28120"
"Leaver CS","2023","West Northamptonshire","185","[c]","26860","25830"
"Leaver CS","2023","West Surrey","275","[c]","32200","29290"
"Leaver CS","2023","West Sussex (North East)","140","[c]","29640","27570"
"Leaver CS","2023","West Sussex (South West)","135","[c]","29460","27570"
"Leaver CS","2023","Westminster","5570","[c]","46430","41690"
"Leaver CS","2023","Wiltshire","760","[c]","35790","33000"
"Leaver CS","2023","Wirral","150","[c]","27910","23390"
"Leaver CS","2023","Wolverhampton","100","[c]","28570","25330"
"Leaver CS","2023","Worcestershire CC","260","[c]","28120","26010"
"Leaver CS","2023","York","215","[c]","29900","26370"
"Leaver Dept.","2023","Aberdeen City and Aberdeenshire","15","[c]","31390","27840"
"Leaver Dept.","2023","Angus and Dundee City","115","[c]","24320","21690"
"Leaver Dept.","2023","Antrim and Newtownabbey","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Barking & Dagenham and Havering","15","[c]","31460","32520"
"Leaver Dept.","2023","Barnet","15","[c]","39430","32520"
"Leaver Dept.","2023","Barnsley, Doncaster and Rotherham","45","[c]","26810","26780"
"Leaver Dept.","2023","Bath and North East Somerset, North Somerset and South Gloucestershire","145","[c]","39290","38540"
"Leaver Dept.","2023","Bedford","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Belfast","60","[c]","29980","27590"
"Leaver Dept.","2023","Berkshire","40","[c]","32370","30130"
"Leaver Dept.","2023","Bexley and Greenwich","25","[c]","33360","32520"
"Leaver Dept.","2023","Birmingham","425","[c]","32070","28120"
"Leaver Dept.","2023","Blackburn with Darwen","10","[c]","31010","27450"
"Leaver Dept.","2023","Blackpool","70","[c]","32970","34170"
"Leaver Dept.","2023","Bournemouth, Christchurch and Poole","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Bradford","55","[c]","26590","27570"
"Leaver Dept.","2023","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Brent","10","[c]","31690","32520"
"Leaver Dept.","2023","Bridgend and Neath Port Talbot","15","[c]","29740","28120"
"Leaver Dept.","2023","Brighton and Hove","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Bristol, City of","280","[c]","37750","33450"
"Leaver Dept.","2023","Bromley","10","[c]","35800","32520"
"Leaver Dept.","2023","Buckinghamshire","35","[c]","35870","34400"
"Leaver Dept.","2023","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Calderdale and Kirklees","15","[c]","27790","28120"
"Leaver Dept.","2023","Cambridgeshire CC","45","[c]","35680","33990"
"Leaver Dept.","2023","Camden and City of London","70","[c]","37010","32520"
"Leaver Dept.","2023","Cardiff and Vale of Glamorgan","305","[c]","36140","31350"
"Leaver Dept.","2023","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Central Bedfordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Central Hampshire","70","[c]","39380","39890"
"Leaver Dept.","2023","Central Valleys","50","[c]","33140","28120"
"Leaver Dept.","2023","Cheshire East","55","[c]","27330","22220"
"Leaver Dept.","2023","Cheshire West and Chester","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Chorley and West Lancashire","15","[c]","34260","28120"
"Leaver Dept.","2023","City of Edinburgh","240","[c]","39940","34140"
"Leaver Dept.","2023","Clackmannanshire and Fife","35","[c]","25630","27120"
"Leaver Dept.","2023","Conwy and Denbighshire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cornwall and Isles of Scilly","15","[c]","28630","27840"
"Leaver Dept.","2023","Coventry","105","[c]","39970","37590"
"Leaver Dept.","2023","Croydon","280","[c]","41670","36180"
"Leaver Dept.","2023","Darlington","70","[c]","40700","37590"
"Leaver Dept.","2023","Derby","20","[c]","29710","27570"
"Leaver Dept.","2023","Devon CC","95","[c]","28330","25600"
"Leaver Dept.","2023","Dorset","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Dudley","20","[c]","25930","27570"
"Leaver Dept.","2023","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Durham","120","[c]","27190","22520"
"Leaver Dept.","2023","Ealing","15","[c]","32730","32520"
"Leaver Dept.","2023","East Ayrshire and North Ayrshire mainland","20","[c]","26370","27570"
"Leaver Dept.","2023","East Cumbria","15","[c]","25930","25920"
"Leaver Dept.","2023","East Derbyshire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","25","[c]","30210","27570"
"Leaver Dept.","2023","East Kent","60","[c]","28960","29290"
"Leaver Dept.","2023","East Lancashire","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Lothian and Midlothian","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Merseyside","15","[c]","26470","28120"
"Leaver Dept.","2023","East Riding of Yorkshire","20","[c]","[c]","[c]"
"Leaver Dept.","2023","East Surrey","20","[c]","[c]","[c]"
"Leaver Dept.","2023","East Sussex CC","45","[c]","30710","27570"
"Leaver Dept.","2023","Enfield","10","[c]","31850","32160"
"Leaver Dept.","2023","Essex Haven Gateway","10","[c]","28510","27500"
"Leaver Dept.","2023","Essex Thames Gateway","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Falkirk","25","[c]","24620","21690"
"Leaver Dept.","2023","Flintshire and Wrexham","25","[c]","33400","28120"
"Leaver Dept.","2023","Glasgow City","425","[c]","29420","27570"
"Leaver Dept.","2023","Gloucestershire CC","20","[c]","40040","34170"
"Leaver Dept.","2023","Greater Manchester North East","35","[c]","28670","28120"
"Leaver Dept.","2023","Greater Manchester North West","30","[c]","27940","27840"
"Leaver Dept.","2023","Greater Manchester South East","20","[c]","27600","27840"
"Leaver Dept.","2023","Greater Manchester South West","330","[c]","31540","28120"
"Leaver Dept.","2023","Gwent Valleys","15","[c]","31170","28120"
"Leaver Dept.","2023","Gwynedd","5","[c]","[c]","[c]"
